nonfluent: MAXCAP[$t1],nonfluent: MAXCAP[$t2],nonfluent: MAXCAP[$t3],nonfluent: MAXCAP[$t4],nonfluent: MAXCAP[$sea],nonfluent: RAIN[$t1],nonfluent: RAIN[$t2],nonfluent: RAIN[$t3],nonfluent: RAIN[$t4],nonfluent: RAIN[$sea],nonfluent: DOWNSTREAM[$t1| $t1],nonfluent: DOWNSTREAM[$t1| $t2],nonfluent: DOWNSTREAM[$t1| $t3],nonfluent: DOWNSTREAM[$t1| $t4],nonfluent: DOWNSTREAM[$t1| $sea],nonfluent: DOWNSTREAM[$t2| $t1],nonfluent: DOWNSTREAM[$t2| $t2],nonfluent: DOWNSTREAM[$t2| $t3],nonfluent: DOWNSTREAM[$t2| $t4],nonfluent: DOWNSTREAM[$t2| $sea],nonfluent: DOWNSTREAM[$t3| $t1],nonfluent: DOWNSTREAM[$t3| $t2],nonfluent: DOWNSTREAM[$t3| $t3],nonfluent: DOWNSTREAM[$t3| $t4],nonfluent: DOWNSTREAM[$t3| $sea],nonfluent: DOWNSTREAM[$t4| $t1],nonfluent: DOWNSTREAM[$t4| $t2],nonfluent: DOWNSTREAM[$t4| $t3],nonfluent: DOWNSTREAM[$t4| $t4],nonfluent: DOWNSTREAM[$t4| $sea],nonfluent: DOWNSTREAM[$sea| $t1],nonfluent: DOWNSTREAM[$sea| $t2],nonfluent: DOWNSTREAM[$sea| $t3],nonfluent: DOWNSTREAM[$sea| $t4],nonfluent: DOWNSTREAM[$sea| $sea],nonfluent: HIGH_BOUND[$t1],nonfluent: HIGH_BOUND[$t2],nonfluent: HIGH_BOUND[$t3],nonfluent: HIGH_BOUND[$t4],nonfluent: HIGH_BOUND[$sea],nonfluent: LOW_BOUND[$t1],nonfluent: LOW_BOUND[$t2],nonfluent: LOW_BOUND[$t3],nonfluent: LOW_BOUND[$t4],nonfluent: LOW_BOUND[$sea],action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],action: flow[$sea],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.3961149972782769,16.536846849786194,13.153885402936769,182.42024980877613,0.0,27.33586372083978,54.44765395015144,94.51498102960628,214.9601116448842,583.7413896545183
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.8333820041370608,26.896237032595224,77.78121973073472,43.203048763269926,0.0,31.939748723561504,48.30692209764353,117.89794247645571,75.69374723904482,771.1616394632945
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,13.39197307690373,2.8009368440765723,27.750850578397248,56.52230753233857,0.0,35.10636671942444,33.24406706918536,87.01295977831622,140.2719182065096,819.3646882265645
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.016435784081689,10.488164695089178,34.13261841413936,107.67098840527444,0.0,26.71439364252071,53.83510330201252,82.06304604399554,141.5004612525683,880.886995758903
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.088140446090584,20.768054872914675,48.70317997926151,70.67617752859523,0.0,25.697957858439022,59.36337439100503,78.41859232494537,97.96209126143322,993.5579841641775
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.33986854123454,9.114791389882372,11.776942194386601,1.2314834080178838,0.0,25.609817412348438,53.68345996418095,70.48346721859852,105.9890937120995,1069.2341616927727
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.9150781591053896,8.779599549520091,9.37418800675225,99.96897348451775,0.0,25.269948871113897,59.908537115533115,87.82131641409428,146.53455249846823,1075.4656451007907
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.147499629873186,4.893948609099007,47.25618225494401,9.920643109057774,0.0,26.354870712008506,65.0440157251184,107.22672795686212,85.93976702070273,1180.4346185853085
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.3470579444200162,34.626282384657806,26.466863166087908,41.45155305779564,0.0,26.207371082135317,75.29756674589257,84.86449431101713,153.27530616658896,1195.3552616943662
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.4493152697905603,15.881023902842902,39.90125594368805,109.50510101944475,0.0,30.860313137715302,51.01834230565478,113.02391352958702,168.29061627488122,1241.8068147521617
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,14.634253776688102,23.876615417200284,16.205280451200146,0.9196679270743253,0.0,35.41099786792474,45.58663367260243,109.00368148874186,128.6867711991245,1356.3119157716064
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.6761356150949362,24.14001296115674,100.59762559741309,121.7323058857214,0.0,25.77674409123664,46.344272032090245,136.67501645474198,173.97238372325032,1362.2315836986807
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.024856047939408,6.805592332646726,0.9640156148064745,140.42354766616015,0.0,27.100608476141705,35.88039468602844,80.21740381848564,182.837703434942,1488.963889584402
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.4163116438911356,14.122563697205349,53.95214950660779,52.411989189689514,0.0,27.075752428202293,44.09965840132112,106.05898053632589,73.37817138358832,1634.3874372505622
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.742046123284939,11.563199052579352,24.721777976968806,37.49389391198551,0.0,30.65944078431116,41.393406348006906,86.22939472692346,104.9183317005066,1691.7994264402519
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.1050606782675034,2.8067017945495136,41.814690641398634,64.30107251769296,0.0,27.91739466102622,47.57225341871249,93.070815802534,122.1462157654899,1734.2933203522373
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,11.45304953024373,31.67467154724557,10.459006313406935,28.46229059830692,0.0,31.81233398275872,55.87061230243049,74.06282695568488,129.65983388919557,1803.5943928699303
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.952012487301824,19.07871667410507,70.81446549469644,117.41291149644194,0.0,25.359284452514984,45.64899028542865,115.27849218952352,141.65654960429558,1837.0566834682372
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.79619748765183,7.950344344211964,4.163915691520339,36.866129225602705,0.0,29.40727196521316,37.52228609862541,83.54274336893215,125.05810360255008,1959.4695949646791
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.1484131347608537,6.25479702251988,64.562956770083,44.58169639422581,0.0,25.611074477561324,48.368139242065276,107.32917202162378,122.35589006846773,2001.3357241902818
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.241317507366977,28.69920780282133,38.77961403063049,71.36097858602551,0.0,28.46266134280047,54.261755354306246,69.02101227406065,172.3371504443249,2050.9174205845075
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.218753578663688,4.7591621053448865,43.70797202990782,71.08057584357398,0.0,25.221343835433494,43.80386505885189,78.94060604625149,169.75578588892986,2127.278399170533
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.0574953572705197,31.527662296180097,34.381589910183735,130.98562157388366,0.0,25.002590256769807,54.26345653217069,59.99179612168855,172.38318207526368,2203.358975014107
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.006736467930406,13.23951536136779,39.78613082475446,61.05774952717912,0.0,27.94509489949929,34.793289593261115,77.13786850768491,105.77915041156375,2339.3445965879905
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.077995071464628,14.944933785534909,1.6268495700289523,19.82887810349998,0.0,27.938358431568883,36.56051069982373,70.59125304429824,114.5075317091391,2405.4023461151696
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.514903832571419,4.165042524160473,21.162809061986835,88.38632957618124,0.0,28.86036336010426,35.69357198575345,103.9093372598042,126.30550317566806,2430.2312242186695
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.030664969340862,13.826540674236053,26.800912643298943,12.874571851964474,0.0,29.34545952753284,46.0434332941644,106.91157072197784,89.08198266147366,2523.6175537948507
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.9771459187176874,22.280422161168246,29.394575492208443,18.66735875866017,0.0,27.314794558191977,49.247557589269206,113.93719875291495,133.00832345280813,2541.492125646815
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.461865611484732,4.288874457716577,79.73235594350187,52.391635059962404,0.0,28.33764863947429,40.94428134681865,126.82304542187475,173.7355401863564,2565.1594844054753
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.226283415638878,26.57584068187634,10.188049767883545,100.86462672199343,0.0,28.875783027989556,51.1172725005868,71.37956393608945,231.07626106989585,2622.5511194654378
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.092583636767612,11.245618462977742,52.515128513547836,57.65704307901557,0.0,27.649499612350677,40.76771523434934,107.76735485008226,170.39968411578596,2728.415746187431
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.621335313106183,7.941500605996045,60.963541337140775,118.05514717809147,0.0,25.556915975583067,46.61468040813921,86.49784479951217,195.25776955031822,2791.0727892664468
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.8034349891556327,18.265473429075428,14.670362868311164,64.37644377446344,0.0,25.935580662476884,53.29451511524934,53.47580406836744,168.1661637093675,2914.127936444538
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.182185778954071,17.531646090150385,24.7576840817558,95.43279765819968,0.0,27.13214567332125,48.832476675329545,77.07091462913169,148.46008280321524,2983.5043802190016
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.269042036633853,14.845059584269416,31.523058818655812,33.33095060481118,0.0,25.949959894367176,47.48301636413323,89.84487663752628,107.78496922677137,3083.9371778772015
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.3628191837434827,25.35526869000825,38.2213581024616,99.36230124663142,0.0,25.680917857733323,47.90699881649767,93.16687740313989,135.97707744061597,3122.268128482013
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.5446063747043983,4.498233100034366,49.2397065598597,38.75511955420892,0.0,30.31809867398984,32.9145493102329,100.30078799068653,104.83613429644615,3226.6304297286442
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,13.33763699366886,8.847111595615473,34.045074653660414,12.73950680390709,0.0,34.77349229928544,38.96092258490293,75.5593145308612,145.32072130209693,3270.385549282853
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.1770363413091294,15.182719382032056,9.633128862443474,34.244966517502085,0.0,26.435855305616577,53.45144798295632,70.36135147281627,196.62628915185024,3288.12505608676
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.589006364407637,26.791459582649804,51.43334574267378,69.41796399534657,0.0,30.258818964307448,49.44576494223339,95.91094199240486,202.01445149679162,3327.3700226042624
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.80449427088397,14.522638099818296,35.189441998585465,172.4247260894752,0.0,31.669812599899814,36.243311723991226,91.26905583238089,214.02983324411883,3401.787986599609
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.771647105910878,15.215430755185434,62.21846254928334,82.77373538297026,0.0,25.865318329015842,42.5251678950569,90.60225193361372,106.7945491532291,3579.2127126890846
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.256068383785649,18.92949882757107,19.38740374043112,6.427306030517515,0.0,28.093671223104963,40.08138424578235,63.59922013951581,116.23927631954217,3666.986448072055
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.6391343775274745,11.427586373870053,21.207559376109465,99.70985187686186,0.0,27.837602839319313,36.40795380199693,83.14131522665575,159.19937402945578,3678.4137541025725
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.39240356462101,19.761765217915467,25.41620171924325,79.53813051602597,0.0,27.19846846179184,40.61950180565436,93.36134222441633,110.6970815287034,3783.123605979434
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.7008365105313703,11.627643077463508,74.25947503837662,2.9007273622490195,0.0,25.80606489717083,37.250140152359904,107.70690572308855,86.57515273192067,3867.66173649546
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.018705137475899,2.85154708593015,11.61969366695007,115.41516643616893,0.0,28.10522838663946,38.32333358542776,65.07507376217544,187.93390040804826,3875.562463857709
